Sich volllaufen lassen bis die Schwarte kracht.	47
Sind wir mittlerweile auf dem Niveau angelangt?	47
Was juristische Tricksereien angeht, ist die Firma immer wieder ausgesprochen kreativ.	86
An den Geräten könnt ihr euch jetzt richtig auspowern.	54
Nimm dir einen Löffel und schlag deinen kleinen Bruder!	55
Deshalb ist es auch unsere Pflicht, so empfinde ich es zumindest, das Existenzrecht Israels zu schützen und immer wieder dafür zu sorgen, dass das nicht in Gefahr gerät.	169
Fachtermini sollten getrennt eingesprochen werden, finde ich.	61
Auf den Bauer macht die Rasse einen recht vitalen Eindruck.	59
Die Vorräte sind ausgesprochen knapp bemessen.	46
Wieso stellt Sandy Frick sich immer so tollpatschig an?	55
Laserdruck ist eine Art des Offsetdruck.	40
Da kann jeder mal reinschnuppern.	33
Auch auf das Risiko hin, von anderen geächtet zu werden.	56
Ich frage mich, was er vorhat.	30
Ihr befindet euch auf Kollisionskurs.	37
Oft sind diese Kurskorrekturen eine Reaktion auf Fehlentwicklungen der letzten Jahrzehnte.	90
Später wird es bewölkt und wir haben um die zweiundzwanzig Grad	63
Das Bauwerk nimmt langsam Gestalt an.	37
Wozu braucht man überhaupt eine Glaubensgemeinschaft?	53
Ist das jetzt das Original?	27
Man nimmt ihn daher nicht wahr.	31
Heiz' den Backofen schon mal vor, damit du es nachher einfach 'reinschieben kannst.	83
Es gibt einen Zauberspruch, mit dem man sich teleportieren kann.	64
Angesichts der Ereignisse wäre es verständlich.	47
Wie bitte soll platonische Liebe funktionieren?	47
Es hat unglaublich viel geschneit. Es war wundervoll.	53
Natürlich gibt es auch Osmose im biologischen Sinne.	52
Das Verfahren tötet potenzielle Keime ab, erhält aber den Geschmack.	68
Glück im Unglück, kann man da wohl nur sagen.	45
Überzeugen Sie uns mit Ihrer aussagekräftigen Online-Bewerbung.	63
Ich versuche, jedes Wochenende Beiträge zu leisten.	51
Vieles war zu bewältigen, viele Biografien haben sich völlig verändert, und viele Menschen sind mit Problemen konfrontiert worden, die sie vorher nicht erahnen konnten.	168
Diese besonders schöne Szene möchte ich Ihnen nicht vorenthalten.	65
zwischen	8
Deutschland würde ohne seine ehrenamtlichen Helfer ganz schön alt aussehen.	75
Ich sollte nicht so viel plaudern.	34
herunter	8
Um eine weitere Zuspitzung zu vermeiden, wird bisweilen zu unkonventionellen Mitteln gegriffen.	95
Wieso heißen Brombeeren so, obwohl sie gar kein Brom enthalten?	63
Sitz gerade, sonst kommt mein Zeigefinger.	42
Skalierbarkeit ist das Stichwort.	33
Oh Gott, ist das peinlich!	26
Wenn man sich freiwillig versichern muss, ist es nicht mehr freiwillig.	71
Fastest du?	11
Und wie viele davon hast du noch nie getragen?	46
Auslöser	8
Mein Sohn zockt mit seinem Vater auf der X-Box!	47
Lass den bloß nicht durch!	26
Singen macht mir großen Spaß.	29
Pertussis ist die Fachbezeichnung für Keuchhusten.	50
Aber ich glaube, dass wir an so einem Tag wie heute erst einmal sagen können: Die übergroße Mehrzahl der Soldatinnen und Soldaten leistet einen unschätzbaren Dienst für unser Land.	180
Mit achtzehn ist man volljährig, aber noch lange nicht vernünftig oder gar erwachsen.	85
Euer Rüde braucht mal etwas Freilauf.	37
Die Kosten für den Versand kommen noch oben drauf.	50
Offenbar ist es ein Stilmittel, das der Regisseur gerne einsetzt.	65
Rick feiert diese Aktion des zivilen Ungehorsams.	49
Mit einem Zischen öffnet sich die Doppeltür.	44
Araber schreiben von rechts nach links.	39
orangerot	9
Achtet bitte auch auf die Zeichensetzung.	41
Die Geschichte wollte sie mir auch auftischen.	46
In Schritt eins erstellen Sie mithilfe eines Fragebogens ein Persönlichkeitsprofil von sich selbst.	99
Frau Schönberg verbot den Kindern, von den Vogelbeeren zu naschen.	66
Mein Trenchcoat ist jetzt ganz nass.	36
Schlimmstenfalls bilden sich Nitrite, die als krebserregend gelten.	67
Nein, lieber nicht!	19
Kant wird eindeutig den Aufklärern zugeordnet.	46
In Altentreptow soll eine weitere Reihenhaussiedlung entstehen.	63
Die meisten der Räume sind großzügig bemessen.	46
Das Einzige, was der Stadt fehlt, ist ein Gefängnis.	52
Aktivitäten anzeigen	20
Das ist er nämlich nicht.	25
Ja wenn das hier so gefährlich ist!	35
Es tut mir leid, aber es gab ein Problem mit HomeSeer.	54
Vielleicht sollte jemand Himbeeren, Rote Beete oder Karotten in einem Rezept kombinieren.	89
Präzision ist nicht jedermanns Sache.	37
Es ist traurig anzusehen, wie Leute Beifall klatschen, wenn ihre eigenen Rechte eingeschränkt werden.	101
Pures Wunschdenken, mein Lieber!	32
Heute bringe ich die Kinder zum Schach.	39
Die drei wurden in der verbotenen Zone erwischt.	48
Für ein paar Minuten schmollte Finn noch, dann gesellte er sich zu den anderen.	79
Habt noch ein wenig Geduld.	27
Haben Sie eine Kundenkarte?	27
Offenbar wurde der Betonmischer vergessen.	42
Der Junge hat es faustdick hinter den Ohren.	44
Damit sind alle bisherigen Ratschläge hinfällig.	48
Die offizielle Version lautet ganz anders.	42
Danke für die Einladung.	24
Der Moderator ist mit dem Touchscreen sichtlich überfordert.	60
Das klingt sehr gut. Ich freue mich schon darauf.	49
Das ist historisch nicht belegt.	32
Aber Schritt für Schritt und ich denke, da werden die deutsch-polnischen Konsultationen auch wieder ein Impuls sein werden wir uns der Lösung dieser Themen annehmen.	165
Nicht wegschmeißen, das könnte man noch gebrauchen!	51
Neben den drei großen monotheistischen Religionen gibt es auch den Buddhismus und den Hinduismus.	97
Ihr müsst raten, aus welchem Jahrzehnt es stammt.	49
Kontakt zu den Eltern wird oft als notwendig empfunden.	55
Da ist gerade eine Katze zweimal genau gleich vorbeigelaufen.	61
Gema erlaubt ihren Kreativen nicht, ausgewählte Musikstücke unter Creative Commons Lizenzen zu veröffentlichen.	111
Vielen lieben Dank, meine Dame!	31
Was mit öffentlichen Geldern finanziert wurde, sollte auch öffentlich verfügbar sein.	85
Wieso führt man in den Stellenanzeigen überhaupt noch alle Geschlechter auf?	76
Ich dachte, das wären Geldscheine.	34
Sie bringt ihnen bei, wie man Segelschiffchen aus Papier faltet.	64
Bevor ihr ins Meer springt, müsst ihr unbedingt die Leiter hinunterlassen.	74
Der Schatz beinhaltet Goldmünzen und funkelnde Edelsteine.	58
Steht auf und zeigt euch!	25
Niemand fängt mit Mitte zwanzig noch das Rauchen an.	52
Einen Kakao mit Schlag und Zuckerstreuseln, bitte.	50
Zwei der als Problemkinder geltenden Bewohner haben im Wohnzimmer gekokelt.	75
Was hätte er denn noch alles einpacken sollen?	46
Jetzt habe ich richtig Ärger am Hals.	37
Wir haben noch eine wichtige Besprechung.	41
Das ist eine Sendung, bei der Kinder zugucken.	46
Gentlemen, es ist mir eine Ehre!	32
Die alte funktioniert doch noch tadellos.	41
Ich glaube auch, dass wir anstreben sollten, dass jeder, der voll arbeitet, seine Lebenshaltungskosten davon decken kann.	121
Seid ihr etwa nur gekommen, um euch den Bauch voll zu schlagen?	63
Alle Maschinen und Geräte, die wir regelmäßig verwenden, werden weiterentwickelt.	81
Gerade jetzt – in der Zeit der Unabhängigkeitserklärung des Kosovo – ist der Einsatz unserer Soldatinnen und Soldaten bei KFOR von außerordentlicher Bedeutung.	159
So eine Zugfestigkeit kannte man bisher nur von Stahlseilen.	60
lese liste Bürosachen	21
Ab in den Stall!	16
Haltet eure Waffen griffbereit!	31
wann ist	8
Etwa ein Drittel aller Probleme der Menschheit sind auf Egoismus zurückzuführen.	80
Ich denke, also bin ich.	24
Die Sonne steht fast senkrecht am Himmel.	41
Flugzeuge starten gegen den Wind.	33
Mehr Informationen	18
Der Bioladen bietet nun auch Geschenke unverpackt an.	53
Das ist vielleicht das größte Kompliment, das man unserem Land machen kann: dass die Kinder Verfolgter hier ohne Furcht groß werden können.	139
Das Land ist jederzeit für den Krieg bereit.	44
Muttersprachler sind herzlich Willkommen.	41
Daraufhin holt Ali die Peitsche raus.	37
Bitte keine derben Schimpfwörter.	33
Zum Schluss wird alles eine Oktave höher gespielt.	50
Warum sollte man also Kippeln verbieten?	40
Ich habe gar nichts mitbekommen.	32
A V Musik finde dieses Musik Video	34
Das Nachschlagewerk ist erste Sahne!	36
Zunächst sollte das Histogramm normalisiert werden.	51
Auch Einheimische kommen oft vorbei.	36
Wenn Sie fertig sind, drücken Sie Enter.	40
Mensch-ärgere-dich-nicht kann man mit kontinuierlichen Feldern und Kugeln statt Würfeln spielen.	96
Dem ohnehin schon lädierten Wagenheber gibt es den Rest.	56
Ich kann nur raten: Finger weg!	31
Danach wieder die Kurve zu kriegen ist echte Arbeit!	52
Man könnte zum Beispiel die Silhouette hervorheben.	51
Das Gemeinwohl geht vor.	24
Kaum etwas wächst so schnell wie Bambus.	40
Warum machst du nicht einfach deinen Mund auf?	46
Machen Sie den Test, wenn sie entspannt und ruhig sind.	55
Welcher Papierflieger fliegt am weitesten?	42
Notfalls können wir die Jacken auch irgendwie dazwischen stopfen.	65
Fragen beendet man mit einem Fragezeichen, Leute!	49
Keine Ahnung, aber es riecht gut.	33
dunkles grau,	13
Wenn ich mir den Saftladen so anschaue, hab' ich schon keinen Bock mehr.	72
Mein Freund ist strikt gegen eine Kurzhaarfrisur.	49
erstellen	9
Das nennt man Schönheitsschlaf.	31
Sollst du nuscheln?	19
Anscheinend verwende ich das falsche Programm.	46
Man kann sich nicht standesamtlich taufen lassen.	49
Zwei Esslöffel Backpulver nicht vergessen.	42
Nun, dies ist ein Zweifelsfall.	31
Scrolle schnell nach oben	25
Die Wurzel oder mein Spaten, was ist stärker?	45
In der Psychiatrie versucht Doktor Henkel herauszufinden, wie sich diese Paranoia entwickelt hat.	97
Man bräuchte ein Gegengewicht auf der gegenüberliegenden Seite.	63
Der Transitzug wurde aufgehalten.	33
Wenn du vom Charlottenplatz zum Bahnhof gehst auf der rechten Seite.	68
Ich nenne es das Ungetüm.	25
Magst du sie oder liebst du sie?	32
Dieser Geruch, wenn jemand eine Clementine öffnet!	50
Der Springer geht zwei Felder vor und eins zur Seite.	53
Offenbar gibt es einige Gleichgesinnte.	39
Nichts hält für die Ewigkeit.	29
Bist du verrückt? Den brauche ich noch.	39
Wer kann schon das gesamte Bach-Werke-Verzeichnis auswendig?	60
Denken Sie doch mal an die armen Fluggesellschaften!	52
Wir werden auf jeden Fall am Ball bleiben.	42
Soweit ich weiß, ist das legal.	31
habe Garagentoor aktiviert.	27
Hier komme ich.	15
Für diese Errungenschaft musste ich hart kämpfen.	49
Ein mit Hund in Mitten des Supermarkteingangs posierender Skinhead vermittelt ein mulmiges Gefühl.	98
Wie stark verringert sich die Geschwindigkeit durch den Dynamo?	63
Es ist also einfach eine gewichtete Summe.	42
Dann hat der Korrektor geschludert.	35
Runter mit den Waffen!	22
Woran denken Sie, wenn Sie das sehen?	37
Ohne Baseballschläger traue ich mich nicht.	43
Nein, ich bin kein Sandwich-Kind. Du etwa?	42
Demnächst soll auch die Schillerstraße mit Glasfaser versorgt werden.	69
Zwei, Vier,Sechs, Acht, Zehn, Elf, alle Kinder da! Weiter geht's.	65
Dann braucht er auch keinen Telepräsenzroboter.	47
Das ist ein vielversprechendes Programm. Für mich passt das alles.	66
Willst du das nicht noch etwas lauter sagen?	44
Rumpelstilzchen	15
Bitte beachten Sie, dass Ihre Daten auch an unsere Muttergesellschaft weitergegeben werden.	91
Und dann soll es wieder ein verwirrter Einzeltäter gewesen sein.	64
Ihre Redezeit ist leider schon abgelaufen.	42
Phrasen	7
Es gibt beim Bundeswirtschaftsminister eine Bündelung auch der Kompetenzen; es wird eine Plattform entwickelt.	110
Welches Auto fährst du?	23
Zurücktreten, bitte!	20
Ein Keil sichert den Anhänger vor dem Zurückrollen.	51
Außerdem hat es den Vorteil, dass es relativ pflegeleicht ist.	62
Das T-Shirt ist mir zu eng um die Brust.	40
Er schäumt über wie ein Fass, zeigt seinen abgrundtiefen Hass.	62
Früher funktionierten Mäuse nicht optisch, sondern mit einer mechanischen Kugel, die ständig verdreckte.	104
Auf internationalem Gewässer herrscht Seerecht.	47
So lassen sich ähnliche Prozesse auch in der Gegenwart erkennen.	64
Birgit hat bestimmt wieder heiße Ware dabei.	44
Jedes Jahr organisiert die Tanzschule einen Abschlussball.	58
Beginnen Sie Ihren persönlichen Rachefeldzug noch heute!	56
Ein Hoch auf Kombipräparate!	28
Lieber schreibe ich in mein blödes Handy, als meinen Mann zu beglücken.	71
Aber die Sicherheit steht und fällt damit, dass der Schlüssel geheim gehalten wird.	83
Dann lässt ihre Produktivität nach und sie werden geschlachtet.	63
Das ist immer eine gute Idee.	29
Aber Kritik muss erlaubt sein.	30
Du kannst mit Mycroft beginnen.	31
Beim Kaffeeklatsch klönen die Wuchtbrummen.	43
Zum Brandnest konnte sich die Feuerwehr noch nicht vorkämpfen.	62
Hier ist doch extra so eine Aussparung dafür.	45
Blasses Grün,	13
Ene mene sturer Stier, verbunden ist die Wunde hier. Hex, hex!	62
Er wurde in Hockenheim zur Welt gebracht und starb sechzig Jahre später ebenda.	79
Mails als vertraulich zu kennzeichnen, sie dann aber nicht zu verschlüsseln, grenzt an Schizophrenie.	101
Ein kurzer Blick auf die Blitztabelle zeigt: Es ist noch alles drin.	68
Blasses Orangegelb	18
Brigitte vertraut der Technik nicht.	36
Das hat die Komponente der Geschichte der Betroffenheit der Deutschen, aber es hat eben auch den Bezug zu den aktuellen Ereignissen, die wir haben.	147
Die Belege reichen nicht aus.	29
Für Online-Banking ist der Tor-Browser eine schlechte Wahl.	59
Fischers Fritz fischt frische Fische.	37
Aber ich muss natürlich auch sagen: Die Konsumenten müssen auch schauen gute Lebensmittel, gute Qualität haben eben auch einen gewissen Preis.	142
Zudem darf es nicht mehr als drei Farben enthalten.	51
In dem alten Haus zieht es wie Hechtsuppe.	42
Der Kreidefelsen wurde bereits von Caspar David Friedrich als Gemälde gezeichnet.	81
War das eine rhetorische Frage?	31
Hab ich euch!	13
Endlich geht es weiter!	23
Tee, Kaffee und andere aromatisierte Getränke gibt es schon seit Jahrtausenden.	79
Wer in dieser Gegend wohnt, muss richtig Schotter haben.	56
Hätte Rico die Bedienungsanleitung gelesen, würde er diese Fragen nicht stellen.	80
Vielleicht sind wir einfach zu höflich und adrett.	50
Die Staatsanwaltschaft bereitet die Anklage sehr gewissenhaft vor.	66
Deswegen ist man an den ersten sonnigen Tagen anfälliger für Sonnenbrände.	74
Das haben wir auch vor, aber bislang immer aufgeschoben.	56
schalte	7
Natürlich akzeptiere ich keine Cookies von Drittanbietern.	58
Anna-Elisa warf ihm einen Rettungsring zu.	42
Auf der Couch könnte sie es sich gemütlich machen.	50
Wegen einer Katze auf dem Baum ruft man nicht die Feuerwehr.	60
Da kannst du sagen, was du willst, aber mein Holzbein hat sich wirklich bewährt.	80
Bitte Zutreffendes Ankreuzen.	29
Manchmal muss man sich einfach kompetent beraten lassen.	56
Schwimmst du mit mir bis zur Sandbank und wieder zurück?	56
Hier hast Du ein Leckerli	25
Der Ganove hat uns eine falsche Fährte gelegt.	46
füge Erdbeeren zu Liste Besorgungen hinzu	41
Stelle die automatische Lautstärke auf an	41
Ein Reporter war tatsächlich so mutig und hat den Selbstversuch gewagt.	71
Gefällt er sich in seiner Rolle?	32
Rechts stehen, links gehen.	27
Zögern Sie nicht, einen Wunderheiler aufzusuchen!	49
Ingrid Zeller will sich ihr Muttermal chirurgisch entfernen lassen.	67
Jede Nutzung zählt somit als legitime Benutzung.	48
Dann springen Funken und zerstören den Transponder.	51
Vielleicht wird es gerade so passen.	36
Sie lechzte nach etwas zu trinken.	34
Bringe mir etwas Zufälliges bei	31
Ich kann nichts erkennen.	25
Ohne meine Maschinenpistole fühle ich mich in der Bank nicht mehr sicher.	73
Offiziell gibt es kein hitzefrei mehr.	38
Man wird doch wohl mal fragen dürfen!	37
Das Essen hier ist wirklich ausgewogen.	39
Mein freier Samstag ist mir heilig.	35
Ihre Bestellung, bitte!	23
blauviolett,	12
Ist diese Art von Musik gerade angesagt?	40
Weshalb ist die Veredelung der Pflanzen überhaupt notwendig?	60
Dafür kannst du auch Blumendraht oder sowas nehmen.	51
Der Sage nach war Nol der Name des Mannes, der sich als erster auf der Insel niederließ, demnach würde Nolsoy Insel des Nol bedeuten.	133
Genau hundert Stück.	20
Damit ist die energetische Sanierung vorerst vom Tisch.	55
Weshalb bekommt man eigentlich Schluckauf?	42
Sag etwas, das sich von selbst versteht, zum erstenmal und du bist unsterblich.	79
So steht Afghanistan immer auf Platz eins.	42
Dafür gibt es sogar ein Platin-Zertifikat.	42
Manchmal kann man die Venus mit bloßem Auge beobachten.	55
Ich will aber nicht arbeiten.	29
Wer weiß?	9
Kommen Sie mal mit in mein Arbeitszimmer!	41
Letzte Woche zog es sich auch wieder in die Länge.	50
Dimitri Hagen ließ sich alles noch mal durch den Kopf gehen.	60
Ein solches Plagiat ließe sich nur schwer aufdecken.	52
Errate die Zahl	15
Nichts währt ewig.	18
Bei der Verwendung von Kaffeekapseln fallen Unmengen an Müll an.	64
Man wird die Sabotage nicht lange unter der Decke halten können.	64
Nachdem monatelang nichts unternommen wurde, wird jetzt das Kind mit dem Bade ausgeschüttet.	92
Steckerleisten sollte man nicht kaskadieren.	44
Du glaubst gar nicht, wie viele Probleme ich auf diese Weise schon gelöst habe.	79
Früher war der Sonntagsbraten das einzige Fleischgericht der Woche.	67
Ich glaube halt nicht alles, was mir Menschen empfehlen, die mir etwas verkaufen wollen.	88
Das Single-Dasein hat freilich auch Vorteile.	45
Ruhe da unten! Jetzt wird gerudert!	35
Lotte hat noch nie auf einem Pferd gesessen.	44
Darüber habe ich sie nicht im Unklaren gelassen.	48
Wann hat der Pub geöffnet?	26
Torkelnd kam Erwin aus der Eckkneipe geschlichen.	49
Auf dem Grundrissplan sieht man das nicht sofort.	49
Kein Mensch ist illegal.	24
Immer sind die Russen schuld.	29
Alle Lichter einschalten	24
Diese Art kommt überall im Flussdelta vor.	42
Wir warten lieber noch ein bisschen.	36
Auf die neue Version umzusatteln, bedarf einiger Vorbereitung.	62
Wie hast du das denn gemacht?	29
Gehst du jeden Freitag zum Sport?	33
Wir müssen andere Schüler, die nicht so denken, auch ermutigen und immer wieder befähigen, dann auch deutlich zu machen, dass das so nicht angeht.	146
Dass man so skrupellos unbedarfte Alte abzockt, ist eine Schweinerei!	69
Weder Bildung noch Intelligenz schützen davor, rechtes Gedankengut zu verbreiten.	81
Auch Bildung für alle müsste her.	33
Einbildung ist auch eine Form der Bildung.	42
Der hat gut reden!	18
Wenn es nicht so anstrengend wäre, würden viel mehr Menschen Sport treiben.	75
Sprengt den Obelisken!	22
deauthenticate	14
Dieser Rauchabzug ist eine gefährliche Fehlkonstruktion.	56
Willst du es drauf ankommen lassen?	35
Seit wann gibt es elektronische Stellwerke?	43
Zur Strafe zehn Liegestütze!	28
Ein Eigenbau ist nicht immer die billigste Lösung.	50
Richtig gute Lehrlinge sind heutzutage rar.	43
Am Telefon wurde die Verwalterin schnell pampig.	48
Man kann sich auch alles gleichzeitig als Vierfachimpfung spritzen lassen.	74
Im Bosskampf regeneriert sich die Gesundheit nicht mehr automatisch.	68
Dann ziehen wir dir die Stromkosten vom Taschengeld ab.	55
Bei vielen potenziellen Ersthelfern kommt es zur Verantwortungsdiffusion.	73
wechsle um	10
eine Minute	11
Kontrollierst du regelmäßig deine Kontoauszüge?	47
Für die Kontonummer auf Bankkarten wird absichtlich eine gut maschinenlesbare Schriftart verwendet.	99
Ein Orchester dieser Größe zu dirigieren, ist sicherlich anspruchsvoll.	71
Lassen Sie sich nicht von den zahlreichen Nebelkerzen täuschen!	63
Aber dafür haben wir jetzt so eine fixe Abtropftasse.	53
was ist aktuell	15
Central time zone, US/Central	29
Das heißt: Um einen selbsttragenden wirtschaftlichen Aufschwung zu ermöglichen, müssen wir noch besondere Förderinvestitionen tätigen.	134
Ist darin das Zeug, was er und sie vorhin geraucht hatten?	58
Aber sonst ist er eigentlich ganz lieb.	39
Dies sind zwei Eigenschaften, die wunderbar miteinander im Einklang stehen.	75
Möchten Sie durch?	18
In der Platte am Stadtrand wohnt es sich gar nicht so schlecht.	63
Jeder kennt hier jeden.	23
Sehe ich das richtig?	21
Wie viele Kalorien habe ich heute schon verbrannt?	50
Stell den Fernseher ab!	23
Man kann Pizzateig auch selbst machen.	38
Den schnurrenden Kater hatte der Magier vor Jahren in Obhut genommen.	69
Immer diese Werbung!	20
Rap ist die Kunst der Rapper.	29
Aber nicht mein Koch.	21
Leider wissen die anderen Verkehrsteilnehmer davon nichts.	58
Eine künstliche Intelligenz kann den Arbeitsprozess beschleunigen.	66
Mit A-B-C-D-E-F-G ist ein Teil des Alphabets buchstabiert!	58
Wer die Trommel so malträtiert, sollte sich nicht wundern, wenn die Felle reißen.	81
Doch bei der Nacht-und-Nebel-Aktion ist ihnen ein Schnitzer unterlaufen.	72
Beschreiben Sie uns, was passiert ist!	38
Ein Schild weist auf losen Rollsplitt hin.	42
Ab wann hat das Restaurant offen?	33
Es existiert kein Gegengift.	28
Grimms Märchen sind aber schon sehr alt.	40
Ich hab auch viele Disteln gesehen. Das hat mich gefreut.	57
Denn Studium anfangen und dann ein Leben lang ohne Abschluss sein, ist auch für die Frage der Arbeitslosigkeit ein sehr großes Risiko.	134
Wie lange kann man nicht lüften, ohne zu ersticken?	51
Seit unverpackt einkaufen im Trend liegt, ziehe ich mich im Supermarkt immer aus.	81
Sie ist völlig durch den Wind.	30
Was tun Scharfschützen, wenn sie Schluckauf bekommen?	53
So wenig Kritik von der Opposition ist wohl als Lob zu verstehen.	65
Der nächste Alarm ist für sieben, in sechs Stunden ab jetzt	59
Klingt erst mal niederschmetternd, ist aber eigentlich gar nicht so schlecht.	77
Inzwischen sind die Dinger wieder größer als die aus den Neunzigern.	68
Sie macht es nicht des Geldes wegen.	36
Westen	6
Ähm, wie wäre es mit einem Jour fixe im Wochenturnus?	53
Davon kriegt man Augenkrebs.	28
Wechsle zur Aktivität Lesen	27
Wenn Greise inkontinent werden, brauchen sie wieder eine Windel.	64
die Nummer Zwei	15
Daraufhin wird das Kissen sofort warm.	38
Durch Wegschauen und Aussitzen löst man keine Probleme.	55
Warum muss man immer zweimal klicken?	37
Viele Opfer werden später selbst zu Tätern.	43
Gebrannte Kinder fürchten das Feuer oder vernarren sich darein.	63
Ach so.	7
Ja, wir werden uns früher als später vom Auto verabschieden müssen.	67
Sein Rat wird dich vom Regen in die Traufe bringen.	51
So, jetzt bitte mal alle kurz die Klappe halten!	48
Gut, dann schieb es halt wieder nach rechts.	44
Ihm zufolge sind die Stresstests reine Augenwischerei.	54
Das Volk der Juristen wird besonders gut von Volksvertretern vertreten.	71
Das heißt, wir wachsen auch in dem Sinne, dass wir besser mit unseren natürlichen und mit unseren Haushaltsressourcen umgehen.	126
Es war nämlich ein Salami-Sandwich.	35
Was wollte ich noch mal?	24
Oh, der Besuch ist da!	22
Sind Sie voll einsatzbereit?	28
Wir versuchen, Schlimmeres zu verhindern.	41
Das muss man erst mal hinbekommen!	34
Ja da schau her!	16
Ist einer von ihnen infiziert?	30
Was ist zu tun	14
Hauptbestandteile von Actionfilmen sind daher meist aufwendig gedrehte Stunts, Nahkampf-Szenen, Schießereien, Explosionen und Verfolgungsjagden.	144
Unfähig eine Antwort zu geben, zuckt er mit den Schultern.	58
Die Löschzyklenanzahl ist bei Flash-Speicher begrenzt; sie degenerieren.	72
Hast du an die Einkäufe für das Geburtstagsfest gedacht?	56
Verantwortung übernehmen hieße in dem Fall zurücktreten.	56
Sie Knalltüte hört sich förmlicher an.	38
Kommt jemand mit?	17
freitags	8
Ich habe mal Klarinette gelernt.	32
Einmal Pommes!	14
Im Sanddornweg musste die Feuerwehr die Keller leer pumpen.	59
Möglicherweise ist auf der Party etwas vorgefallen.	51
Dennoch, und da gebe ich Ihnen recht, sind wir nicht gerade ein Vorbild.	72
Wir müssen neidlos anerkennen, dass ihr klar die bessere Mannschaft seid.	73
Insgesamt glaube ich aber, wird jetzt doch sukzessive der Bestand der Altanlagen ausgetauscht werden, und wir werden vor allen Dingen auch Markierungen vornehmen.	162
Gebt mir ein Schwert!	21
Ein Riss in der Membran hat die Probleme verursacht.	52
Das ist das Haus vom Nikolaus.	30
Es gibt auch Analogrechner.	27
Dabei hat deine Gutachterin auch noch ein Wörtchen mitzureden.	62
Der Spielmannszug spielt den Radetzky-Marsch.	45
Nichts eint so sehr wie ein gemeinsames Feindbild.	50
Wie hoch ist der höchste Gipfel des Gebirges?	45
Die Sanitäter gehen nicht hinein, bevor der Brand gelöscht ist.	63
Auf den Scheiterhaufen mit diesem Ketzer!	41
Frau Stürmer rechnet mit ihren Kritikern ab.	44
Auf der Flucht vor der Polizei klettern sie über Mauern und Hausdächer.	71
Andernfalls können die Türen nicht schließen.	45
Hast du vielleicht ein Brillenputztuch oder sowas in der Art?	61
Nichts schlägt einen Feuerwehrmann!	35
Könntet ihr euch bitte wie erwachsene Menschen benehmen?	56
Ich möchte auch einen Tentakel-Bart haben, mit dem ich Orgel spielen kann.	74
Süden	5
Er bemerkte die Wiederholung nicht.	35
Woran erkennt man eigentlich eine Erle im Wald?	47
Wir lesen sie krabbelnd vom Hund und sperren sie in ein Glas.	61
Wenn Prozessoren beim Übertakten durchschmoren, sterben sie den Heldentod.	74
Hotel oder Ferienwohnung?	25
Folgende Elemente gefunden:	27
Das gehört nun mal einfach dazu.	32
Back dir ein Eis!	17
Aber ich glaube, es ist auch eine Aufforderung an alle, wobei ich diese pauschale Verurteilung völlig falsch finde.	115
Bratkartoffeln, Kartoffelecken oder Kartoffelsalat gehen natürlich auch immer.	78
Der Motor stammt aus einem alten Akkuschrauber.	47
Wie hat man zu Zeiten des Schwarzweißfernsehens die gelbe von der roten Karte unterschieden?	92
Über die seltsame Zeichensetzung wundern sich einige.	53
Die Sauerei heißt Nachgeburt und gehört nun mal dazu.	53
Wenn die vielen Dichter wüssten, was in Schulen alles in ihre Werke hineininterpretiert wird!	93
Aus Gründen der militärischen Geheimhaltung durften die Ergebnisse zunächst nicht publiziert werden.	100
Langsam aber sicher verstummen auch die letzten Zweifler.	57
Der Schulleitung genügt das nicht.	34
Ein Zementlaster biegt in die Baustelle ein.	44
Frau Senninger aus dem zweiten Stock hat bei einem Sturz einen Oberschenkelhalsbruch erlitten.	94
Liebe macht blind.	18
Wir müssen uns die Profile erarbeiten: Was sind die Fähigkeiten, auch für den Arbeitsmarkt, der Flüchtlinge?	108
Oder täusche ich mich da?	25
Tja, wenn das Wörtchen wenn nicht wäre!	39
Das lernt man schon in der F-Jugend.	36
Sie kann ihn doch nicht so mir nichts, dir nichts rausschmeißen!	64
Wochenende,	11
Das wirst du bereuen!	21
Er wird die Zeitung verklagen, wenn sie das Foto so abdruckt.	61
Wahrscheinlich waren sie bekifft.	33
gelb	4
Die Nützlinge verarbeiten heruntergefallenes Laub zu Erde.	58
Es wird dazu ein Treffen mit den sogenannten großen Wirtschaftsländern geben, die in einer Gruppe Beratungen durchführen, um ein Abkommen für die Zeit nach Kyoto vorzubereiten.	176
Er kennt einen Ort, an dem ein Raketenwerfer und ein Flammenwerfer versteckt sind.	82
Wo ist	6
Kein Lungenfacharzt der Welt würde so etwas sagen.	50
Der Kiffer dreht sich noch einen Joint.	39
Guck mal, da fliegt ein toter Vogel!	36
Mit welchem Selbstverständnis Hakan sich bedient, verschlägt Bob die Sprache.	77
Ramona ist irgendeinem Aberglauben verfallen.	45
Die Engelwurzsalbe habe ich im Hebammenladen bekommen.	54
Vermieter sollten alle Handwerkertermine auf einen Tag im Jahr bündeln.	71
Könnte Ansbach sich überhaupt ein Schwimmbad leisten?	53
Ich mag Häuser mit Walmdächern.	31
Ich glaube, mein Nachbar hat es noch nicht mitbekommen.	55
Ich hab seit Jahren keinen schönen Lidstrich mehr geschafft.	60
Setzt dich gerade!	18
